English Name,Item Type,Main Category,Description,Buy PokeYen,Buy BP,Buy Coin,Buy RP,Sell PokeYen
Brown School Uniform,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Tamer Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Black Pinstripe Suit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Pumpkin Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Xmas Sweater,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Rat Costume,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Small Purple Rat Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Small Black Rat Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Frosty Tree Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Werewolf Costume,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Changshan,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Wrestling Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Rock 'n Roll Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Pharaoh Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Traditional New Year Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",,,,,
Archer's Tunic,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Newsboy Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Ice Cream Clerk Uniform,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Artist's Overalls,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Writer's Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Normal Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Ox Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Apron,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Cow Costume,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Shinigami Robe,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Milk Delivery Uniform,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Carnival Outfit,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Builder Overalls,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Tiger Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Fire Dragon Robes,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Summer School Uniform,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Red Christmas Present Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Blue Christmas Present Costume,Tops,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Green Christmas Present Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Pink Christmas Present Costume,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Thick Winter Coat,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1000,0
Legendary Blue Robes,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Legendary Purple Robes,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Thunder Beast Daopao,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Fairy Elfbot Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Candy Corn Sweater,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Star Bodysuit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Snow Leopard Outfit,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Red Wishmaker Robes,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Teal Wishmaker Robes,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Green Sky Serpent Armor,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Black Sky Serpent Armor,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Cobra Hoodie,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Sand Snake Coat,Tops,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Gloves,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Torch,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Lollipop,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Microphone,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Bone Club,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Shadow Bone Club,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Ghostly Lantern,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Trick or Treat Bucket,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Halloween Treat Bucket,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Boxing Gloves,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Teal Star Rod,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Red Star Rod,Gloves,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Boots,Shoes,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Shoes,Shoes,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Candy Corn Shoes,Shoes,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Pants,Legs,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Shorts,Legs,Cosmetics,A cosmetic item which can be used to modify your appearance,4000,0,0,0,0
Skirt,Legs,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Grass Skirt,Legs,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Candy Corn Pants,Legs,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Fishing Rod,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Watering Can,Gloves,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Bronze Doubles Crown,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Silver Doubles Crown,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Gold Doubles Crown,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Werewolf Hood,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Turban,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Flower Crown,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",,,,,
Forest Mushroom Cap,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Polar Bear Cap,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Jellyfish Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Red Oni Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Hard Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Hiking Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Coconut Tree Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Eagle Headdress,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Burger Hat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,500,0
Red Eyeball Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Green Eyeball Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Futou,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Baby Bonnet & Pacifier,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Winged Helmet,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Ice Cream Hood,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Easter Basket Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Normal Elfbot Hat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Snow Globe Hat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Ox Horns,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Golden Dragon Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Nian Hood,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Sou'wester Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Acorn Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Cow Hood,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Clam Shell Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Drinking Cap,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Apple Pie Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Bronze Randoms Crown,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Silver Randoms Crown,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Gold Randoms Crown,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Grey Werewolf Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Brown Werewolf Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Mage's Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Starlight Bobble Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Tiger Hood,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Golden Tiger Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Shiny Nian Hood,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Red Mandarin Hat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Koban,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",,,,,
PokeMMO Cap,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Poisonous Flower Hat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Psychic Training Helmet,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Fishing Cap,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Crab Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Jousting Knight's Helmet,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Bone Helmet,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Cult Mask,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Green Cthulhu Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Purple Cthulhu Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Skull Helmet,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Shadow Skull Helmet,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Red Christmas Present Hat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Blue Christmas Present Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Green Christmas Present Hat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Pink Christmas Present Hat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Psychic Bird Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Golden Rabbit Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Green Harvest Crown,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Red Harvest Crown,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
White Rabbit Plush,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Spring Flower Hairpin,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Gloria,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Cavalier Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,,,,,
Scary Clown Mask,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Explosive Hat,Hats,Cosmetics,A cosmetic item which can be used to modify your appearance,0,0,0,0,0
Aurora Beast Mane,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,1500,0
Kitsune Mask,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Bat Hat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Trick Kitty,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,2000,0
Pumpcat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,2000,0
Mini Halloween Top Hat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Fairy Elfbot Hat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Flaming Demon Skull,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Blue Flaming Demon Skull,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Ghostly Candle,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Spooky Beanie,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Star Cone Hat,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
Snow Leopard Ears,Hats,Cosmetics,"A cosmetic item which can be used to
modify your appearance.",0,0,0,0,0
